시군구,단지명,계약월,전용면적(㎡),거래금액_만원,거래금액_억원,면적구간
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,84.6348,307000,30.7,60-85㎡
서울특별시 강남구 일원동,샘터마을,2024-06-01,101.97,219000,21.9,85-120㎡
서울특별시 강남구 일원동,상록수,2024-06-01,84.95,235000,23.5,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,49.86,149000,14.9,40-60㎡
서울특별시 강남구 대치동,대치현대,2024-06-01,59.82,173000,17.3,40-60㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-06-01,92.6232,269000,26.9,85-120㎡
서울특별시 강남구 압구정동,미성1차,2024-06-01,180.53,500000,50.0,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스1,2024-06-01,120.78,340000,34.0,120㎡ 초과
서울특별시 강남구 역삼동,래미안그레이튼,2024-06-01,59.97,194500,19.45,40-60㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-06-01,84.236,237000,23.7,60-85㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-06-01,190.47,515000,51.5,120㎡ 초과
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,84.83,270000,27.0,60-85㎡
서울특별시 강남구 압구정동,신현대11차,2024-06-01,183.41,680000,68.0,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션1,2024-06-01,128.01,350000,35.0,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션2,2024-06-01,126.33,355000,35.5,120㎡ 초과
서울특별시 강남구 수서동,신동아,2024-06-01,39.51,111000,11.1,40㎡ 이하
서울특별시 강남구 역삼동,경남아너스빌,2024-06-01,84.932,151000,15.1,60-85㎡
서울특별시 강남구 일원동,우성7,2024-06-01,83.69,221000,22.1,60-85㎡
서울특별시 강남구 일원동,목련타운,2024-06-01,99.79,230000,23.0,85-120㎡
서울특별시 강남구 일원동,현대4,2024-06-01,84.98,175000,17.5,60-85㎡
서울특별시 강남구 압구정동,미성2차,2024-06-01,140.9,457000,45.7,120㎡ 초과
서울특별시 강남구 압구정동,신현대11차,2024-06-01,183.41,680000,68.0,120㎡ 초과
서울특별시 강남구 압구정동,한양2,2024-06-01,175.92,545000,54.5,120㎡ 초과
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-06-01,84.87,191000,19.1,60-85㎡
서울특별시 강남구 도곡동,도곡우성아파트,2024-06-01,84.83,187000,18.7,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,84.9984,299500,29.95,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-06-01,115.63,323000,32.3,85-120㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,83.21,264500,26.45,60-85㎡
서울특별시 강남구 개포동,우성8,2024-06-01,79.61,201250,20.125,60-85㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-06-01,91.96,172000,17.2,85-120㎡
서울특별시 강남구 도곡동,대림아크로빌,2024-06-01,130.545,259000,25.9,120㎡ 초과
서울특별시 강남구 도곡동,삼성,2024-06-01,54.81,153000,15.3,40-60㎡
서울특별시 강남구 도곡동,타워팰리스1,2024-06-01,164.95,480000,48.0,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스2,2024-06-01,111.39,270000,27.0,85-120㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,33.18,97000,9.7,40㎡ 이하
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,60.0,168000,16.8,40-60㎡
서울특별시 강남구 수서동,강남 더샵 포레스트,2024-06-01,146.7139,329000,32.9,120㎡ 초과
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,84.9097,248000,24.8,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,59.8848,210000,21.0,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,59.888,180000,18.0,40-60㎡
서울특별시 강남구 압구정동,신현대11차,2024-06-01,183.41,720000,72.0,120㎡ 초과
서울특별시 강남구 자곡동,래미안포레,2024-06-01,84.99,155000,15.5,60-85㎡
서울특별시 강남구 자곡동,래미안포레,2024-06-01,84.99,155000,15.5,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,84.81,176500,17.65,60-85㎡
서울특별시 강남구 수서동,신동아,2024-06-01,39.51,104000,10.4,40㎡ 이하
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,51.12,138000,13.8,40-60㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,51.12,140000,14.0,40-60㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-06-01,84.48,300000,30.0,60-85㎡
서울특별시 강남구 압구정동,미성2차,2024-06-01,140.9,434500,43.45,120㎡ 초과
서울특별시 강남구 도곡동,우성캐릭터빌,2024-06-01,167.74,215000,21.5,120㎡ 초과
서울특별시 강남구 세곡동,강남신동아파밀리에2단지,2024-06-01,84.98,121500,12.15,60-85㎡
서울특별시 강남구 개포동,개포더샵트리에,2024-06-01,105.8064,239000,23.9,85-120㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,60.13,218000,21.8,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,84.92,160000,16.0,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,33.18,100000,10.0,40㎡ 이하
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,76.1709,285000,28.5,60-85㎡
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",2024-06-01,157.36,560000,56.0,120㎡ 초과
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,74.66,235000,23.5,60-85㎡
서울특별시 강남구 일원동,개포한신,2024-06-01,107.6,198000,19.8,85-120㎡
서울특별시 강남구 일원동,우성7,2024-06-01,83.69,230000,23.0,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,84.92,160000,16.0,60-85㎡
서울특별시 강남구 수서동,강남 더샵 포레스트,2024-06-01,124.5802,290000,29.0,120㎡ 초과
서울특별시 강남구 역삼동,e-편한세상,2024-06-01,84.991,257000,25.7,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,84.9097,249000,24.9,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,59.8848,204000,20.4,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-06-01,34.44,86000,8.6,40㎡ 이하
서울특별시 강남구 수서동,삼익,2024-06-01,84.48,168000,16.8,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-06-01,53.98,200000,20.0,40-60㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-06-01,101.94,190000,19.0,85-120㎡
서울특별시 강남구 대치동,은마,2024-06-01,76.79,242000,24.2,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,49.909,168000,16.8,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,113.808,369000,36.9,85-120㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,51.12,138000,13.8,40-60㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,83.21,261000,26.1,60-85㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,59.8072,225000,22.5,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,84.94,290000,29.0,60-85㎡
서울특별시 강남구 개포동,개포우성3차,2024-06-01,104.43,235000,23.5,85-120㎡
서울특별시 강남구 삼성동,래미안라클래시,2024-06-01,84.98,327000,32.7,60-85㎡
서울특별시 강남구 수서동,삼익,2024-06-01,49.2,129000,12.9,40-60㎡
서울특별시 강남구 도곡동,삼성래미안,2024-06-01,84.89,240000,24.0,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-06-01,164.99,455000,45.5,120㎡ 초과
서울특별시 강남구 도곡동,대림아크로빌,2024-06-01,130.545,255000,25.5,120㎡ 초과
서울특별시 강남구 논현동,e-편한세상,2024-06-01,112.2044,164000,16.4,85-120㎡
서울특별시 강남구 일원동,목련타운,2024-06-01,99.79,233500,23.35,85-120㎡
서울특별시 강남구 일원동,개포한신,2024-06-01,82.3,170000,17.0,60-85㎡
서울특별시 강남구 역삼동,우정에쉐르3,2024-06-01,39.94,64000,6.4,40㎡ 이하
서울특별시 강남구 논현동,신동아(22),2024-06-01,84.52,167000,16.7,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,195000,19.5,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,207000,20.7,40-60㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,39.53,120000,12.0,40㎡ 이하
서울특별시 강남구 개포동,개포주공5단지,2024-06-01,83.17,238000,23.8,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-06-01,53.46,195000,19.5,40-60㎡
서울특별시 강남구 수서동,수서한아름,2024-06-01,97.63,162000,16.2,85-120㎡
서울특별시 강남구 수서동,수서한아름,2024-06-01,129.45,208000,20.8,120㎡ 초과
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,60.0,173000,17.3,40-60㎡
서울특별시 강남구 일원동,한솔마을,2024-06-01,84.73,189000,18.9,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,84.9984,295000,29.5,60-85㎡
서울특별시 강남구 삼성동,래미안라클래시,2024-06-01,84.98,336000,33.6,60-85㎡
서울특별시 강남구 대치동,선경3차,2024-06-01,76.6,175000,17.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,84.86,258000,25.8,60-85㎡
서울특별시 강남구 수서동,동익,2024-06-01,84.46,142000,14.2,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,84.94,290000,29.0,60-85㎡
서울특별시 강남구 자곡동,(토지임대부아파트)강남브리즈힐,2024-06-01,84.29,103000,10.3,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,59.888,203000,20.3,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,74.66,237500,23.75,60-85㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,84.6348,299000,29.9,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,200000,20.0,40-60㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-06-01,59.81,138500,13.85,40-60㎡
서울특별시 강남구 수서동,삼익,2024-06-01,60.0,137500,13.75,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-06-01,49.5,130000,13.0,40-60㎡
서울특별시 강남구 수서동,삼성,2024-06-01,84.97,188000,18.8,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-06-01,59.95,210000,21.0,40-60㎡
서울특별시 강남구 역삼동,e-편한세상,2024-06-01,84.991,260000,26.0,60-85㎡
서울특별시 강남구 역삼동,한스빌(836),2024-06-01,39.89,47000,4.7,40㎡ 이하
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.4,193000,19.3,40-60㎡
서울특별시 강남구 역삼동,e-편한세상,2024-06-01,59.606,203500,20.35,40-60㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-06-01,126.33,360000,36.0,120㎡ 초과
서울특별시 강남구 일원동,가람,2024-06-01,75.16,200000,20.0,60-85㎡
서울특별시 강남구 압구정동,한양6,2024-06-01,154.12,530000,53.0,120㎡ 초과
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,49.92,165000,16.5,40-60㎡
서울특별시 강남구 도곡동,래미안도곡카운티,2024-06-01,84.67,297000,29.7,60-85㎡
서울특별시 강남구 개포동,개포주공7단지,2024-06-01,53.46,200000,20.0,40-60㎡
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",2024-06-01,245.2,1150000,115.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대12차,2024-06-01,170.38,630000,63.0,120㎡ 초과
서울특별시 강남구 압구정동,한양5,2024-06-01,102.35,333000,33.3,85-120㎡
서울특별시 강남구 역삼동,e-편한세상,2024-06-01,59.606,204500,20.45,40-60㎡
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),2024-06-01,84.87,260000,26.0,60-85㎡
서울특별시 강남구 역삼동,대우디오빌플러스,2024-06-01,43.99,42500,4.25,40-60㎡
서울특별시 강남구 역삼동,한화진넥스빌,2024-06-01,43.58,39000,3.9,40-60㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,197000,19.7,40-60㎡
서울특별시 강남구 개포동,현대2,2024-06-01,165.08,365000,36.5,120㎡ 초과
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,99.919,350000,35.0,85-120㎡
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,73.02,238000,23.8,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-06-01,84.943,278000,27.8,60-85㎡
서울특별시 강남구 논현동,마일스디오빌,2024-06-01,36.29,40000,4.0,40㎡ 이하
서울특별시 강남구 논현동,동부센트레빌,2024-06-01,84.9875,173000,17.3,60-85㎡
서울특별시 강남구 도곡동,도곡1차아이파크,2024-06-01,84.122,202300,20.23,60-85㎡
서울특별시 강남구 논현동,마일스디오빌,2024-06-01,36.29,40000,4.0,40㎡ 이하
서울특별시 강남구 개포동,개포주공6단지,2024-06-01,73.02,238000,23.8,60-85㎡
서울특별시 강남구 논현동,e-편한세상,2024-06-01,97.9436,120000,12.0,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,84.86,211500,21.15,60-85㎡
서울특별시 강남구 수서동,삼익,2024-06-01,60.0,135500,13.55,40-60㎡
서울특별시 강남구 역삼동,개나리래미안,2024-06-01,84.93,263000,26.3,60-85㎡
서울특별시 강남구 일원동,현대4,2024-06-01,84.98,180000,18.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,59.92,196000,19.6,40-60㎡
서울특별시 강남구 대치동,선경2차(8동-12동),2024-06-01,84.55,300000,30.0,60-85㎡
서울특별시 강남구 대치동,대치아이파크,2024-06-01,149.78,423000,42.3,120㎡ 초과
서울특별시 강남구 일원동,개포한신,2024-06-01,107.6,203000,20.3,85-120㎡
서울특별시 강남구 청담동,청담자이,2024-06-01,49.639,194000,19.4,40-60㎡
서울특별시 강남구 압구정동,신현대12차,2024-06-01,170.38,650000,65.0,120㎡ 초과
서울특별시 강남구 압구정동,"현대1차(12,13,21,22,31,32,33동)",2024-06-01,196.21,740000,74.0,120㎡ 초과
서울특별시 강남구 삼성동,서광아파트,2024-06-01,84.93,220000,22.0,60-85㎡
서울특별시 강남구 개포동,삼익대청아파트,2024-06-01,39.53,115000,11.5,40㎡ 이하
서울특별시 강남구 도곡동,도곡렉슬,2024-06-01,59.9818,227000,22.7,40-60㎡
서울특별시 강남구 논현동,"청학아파트에이동,비동,씨동",2024-06-01,85.12,133000,13.3,85-120㎡
서울특별시 강남구 논현동,동현아파트1~6,2024-06-01,84.92,205000,20.5,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,59.8848,192000,19.2,40-60㎡
서울특별시 강남구 역삼동,래미안펜타빌,2024-06-01,136.28,340000,34.0,120㎡ 초과
서울특별시 강남구 역삼동,래미안그레이튼,2024-06-01,70.98,200000,20.0,60-85㎡
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),2024-06-01,59.91,200000,20.0,40-60㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-06-01,31.402,103000,10.3,40㎡ 이하
서울특별시 강남구 역삼동,역삼푸르지오,2024-06-01,59.8848,189500,18.95,40-60㎡
서울특별시 강남구 논현동,마일스디오빌,2024-06-01,36.29,37500,3.75,40㎡ 이하
서울특별시 강남구 도곡동,도곡1차아이파크,2024-06-01,84.122,225000,22.5,60-85㎡
서울특별시 강남구 일원동,상록수,2024-06-01,84.95,220000,22.0,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-06-01,59.4,195000,19.5,40-60㎡
서울특별시 강남구 수서동,까치마을,2024-06-01,39.6,100000,10.0,40㎡ 이하
서울특별시 강남구 역삼동,한스빌(836),2024-06-01,39.89,40000,4.0,40㎡ 이하
서울특별시 강남구 개포동,개포우성3차,2024-06-01,133.46,295000,29.5,120㎡ 초과
서울특별시 강남구 개포동,성원대치2단지아파트,2024-06-01,49.86,139000,13.9,40-60㎡
서울특별시 강남구 대치동,쌍용대치2,2024-06-01,84.49,238000,23.8,60-85㎡
서울특별시 강남구 청담동,청담건영,2024-06-01,84.595,245000,24.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-06-01,49.92,179000,17.9,40-60㎡
서울특별시 강남구 청담동,청담대림이-편한세상,2024-06-01,81.84,190000,19.0,60-85㎡
서울특별시 강남구 도곡동,아카데미스위트1,2024-06-01,83.0,169000,16.9,60-85㎡
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2024-06-01,128.03,315000,31.5,120㎡ 초과
서울특별시 강남구 개포동,디에이치아너힐즈,2024-06-01,106.9877,445000,44.5,85-120㎡
서울특별시 강남구 일원동,샘터마을,2024-06-01,101.97,227000,22.7,85-120㎡
서울특별시 강남구 청담동,청담대림이-편한세상,2024-06-01,81.84,186000,18.6,60-85㎡
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-06-01,84.87,199000,19.9,60-85㎡
서울특별시 강남구 삼성동,청구아파트,2024-06-01,84.99,224800,22.48,60-85㎡
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-06-01,59.4,163500,16.35,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-06-01,59.76,154000,15.4,40-60㎡
